UF,municipio,zona,secao,cargo,quantidadeVotos,partido,candidato
AL,27057,22,519,presidente,140,22,22
AL,27057,22,519,presidente,2,branco,branco
AL,27057,22,519,presidente,24,nulo,nulo
AL,27057,22,65,presidente,151,13,13
AL,27057,22,65,presidente,141,22,22
AL,27057,22,65,presidente,5,branco,branco
AL,27057,22,65,presidente,17,nulo,nulo
AL,27057,22,300,presidente,166,13,13
AL,27057,22,300,presidente,148,22,22
AL,27057,22,300,presidente,7,branco,branco
AL,27057,22,300,presidente,17,nulo,nulo
AL,27057,22,516,presidente,162,13,13
AL,27057,22,516,presidente,137,22,22
AL,27057,22,516,presidente,3,branco,branco
AL,27057,22,516,presidente,19,nulo,nulo
AL,27057,22,40,presidente,144,13,13
AL,27057,22,40,presidente,162,22,22
AL,27057,22,40,presidente,4,branco,branco
AL,27057,22,40,presidente,11,nulo,nulo
AL,27057,22,535,presidente,161,13,13
AL,27057,22,535,presidente,160,22,22
AL,27057,22,535,presidente,6,branco,branco
AL,27057,22,535,presidente,15,nulo,nulo
AL,27057,22,477,presidente,221,13,13
AL,27057,22,477,presidente,73,22,22
AL,27057,22,477,presidente,4,branco,branco
AL,27057,22,477,presidente,23,nulo,nulo
AL,27057,22,508,presidente,152,13,13
AL,27057,22,508,presidente,151,22,22
AL,27057,22,508,presidente,3,branco,branco
AL,27057,22,508,presidente,21,nulo,nulo
AL,27057,22,139,presidente,149,13,13
AL,27057,22,139,presidente,143,22,22
AL,27057,22,139,presidente,4,branco,branco
AL,27057,22,139,presidente,14,nulo,nulo
AL,27057,22,586,presidente,153,13,13
AL,27057,22,586,presidente,113,22,22
AL,27057,22,586,presidente,4,branco,branco
AL,27057,22,586,presidente,21,nulo,nulo
AL,27057,22,37,presidente,162,13,13
AL,27057,22,37,presidente,146,22,22
AL,27057,22,37,presidente,7,branco,branco
AL,27057,22,37,presidente,10,nulo,nulo
AL,27057,22,146,presidente,204,13,13
AL,27057,22,146,presidente,75,22,22
AL,27057,22,146,presidente,4,branco,branco
AL,27057,22,146,presidente,24,nulo,nulo
AL,27057,22,160,presidente,187,13,13
AL,27057,22,160,presidente,76,22,22
AL,27057,22,160,presidente,7,branco,branco
AL,27057,22,160,presidente,21,nulo,nulo
AL,27057,22,525,presidente,154,13,13
AL,27057,22,525,presidente,146,22,22
AL,27057,22,525,presidente,4,branco,branco
AL,27057,22,525,presidente,14,nulo,nulo
AL,27057,22,154,presidente,215,13,13
AL,27057,22,154,presidente,65,22,22
AL,27057,22,154,presidente,4,branco,branco
AL,27057,22,154,presidente,22,nulo,nulo
AL,27057,22,589,presidente,213,13,13
AL,27057,22,589,presidente,99,22,22
AL,27057,22,589,presidente,5,branco,branco
AL,27057,22,589,presidente,7,nulo,nulo
AL,27057,22,136,presidente,159,13,13
AL,27057,22,136,presidente,139,22,22
AL,27057,22,136,presidente,8,branco,branco
AL,27057,22,136,presidente,17,nulo,nulo
AL,27057,22,452,presidente,169,13,13
AL,27057,22,452,presidente,139,22,22
AL,27057,22,452,presidente,2,branco,branco
AL,27057,22,452,presidente,11,nulo,nulo
AL,27057,22,295,presidente,150,13,13
AL,27057,22,295,presidente,169,22,22
AL,27057,22,295,presidente,1,branco,branco
AL,27057,22,295,presidente,13,nulo,nulo
AL,27057,22,164,presidente,182,13,13
AL,27057,22,164,presidente,76,22,22
AL,27057,22,164,presidente,4,branco,branco
AL,27057,22,164,presidente,32,nulo,nulo
AL,27057,22,534,presidente,135,13,13
AL,27057,22,534,presidente,175,22,22
AL,27057,22,534,presidente,5,branco,branco
AL,27057,22,534,presidente,16,nulo,nulo
AL,27057,22,470,presidente,122,13,13
AL,27057,22,470,presidente,88,22,22
AL,27057,22,470,presidente,4,branco,branco
AL,27057,22,470,presidente,9,nulo,nulo
AL,27057,22,509,presidente,180,13,13
AL,27057,22,509,presidente,127,22,22
AL,27057,22,509,presidente,6,branco,branco
AL,27057,22,509,presidente,16,nulo,nulo
AL,27057,22,496,presidente,144,13,13
AL,27057,22,496,presidente,178,22,22
AL,27057,22,496,presidente,3,branco,branco
AL,27057,22,496,presidente,14,nulo,nulo
AL,27057,22,565,presidente,178,13,13
AL,27057,22,565,presidente,82,22,22
AL,27057,22,565,presidente,4,branco,branco
AL,27057,22,565,presidente,12,nulo,nulo
AL,27057,22,499,presidente,139,13,13
AL,27057,22,499,presidente,172,22,22
AL,27057,22,499,presidente,3,branco,branco
AL,27057,22,499,presidente,12,nulo,nulo
AL,27057,22,581,presidente,183,13,13
AL,27057,22,581,presidente,119,22,22
AL,27057,22,581,presidente,5,branco,branco
AL,27057,22,581,presidente,12,nulo,nulo
AL,27057,22,61,presidente,138,13,13
AL,27057,22,61,presidente,167,22,22
AL,27057,22,61,presidente,3,branco,branco
AL,27057,22,61,presidente,10,nulo,nulo
AL,27057,22,363,presidente,154,13,13
AL,27057,22,363,presidente,162,22,22
AL,27057,22,363,presidente,3,branco,branco
AL,27057,22,363,presidente,12,nulo,nulo
AL,27057,22,568,presidente,151,13,13
AL,27057,22,568,presidente,120,22,22
AL,27057,22,568,presidente,5,branco,branco
AL,27057,22,568,presidente,10,nulo,nulo
AL,27057,22,491,presidente,156,13,13
AL,27057,22,491,presidente,145,22,22
AL,27057,22,491,presidente,6,branco,branco
AL,27057,22,491,presidente,9,nulo,nulo
AL,27057,22,140,presidente,147,13,13
AL,27057,22,140,presidente,140,22,22
AL,27057,22,140,presidente,4,branco,branco
AL,27057,22,140,presidente,22,nulo,nulo
AL,27057,22,64,presidente,160,13,13
AL,27057,22,64,presidente,144,22,22
AL,27057,22,64,presidente,6,branco,branco
AL,27057,22,64,presidente,16,nulo,nulo
AL,27057,22,478,presidente,161,13,13
AL,27057,22,478,presidente,98,22,22
AL,27057,22,478,presidente,1,branco,branco
AL,27057,22,478,presidente,17,nulo,nulo
AL,27057,22,401,presidente,199,13,13
AL,27057,22,401,presidente,86,22,22
AL,27057,22,401,presidente,4,branco,branco
AL,27057,22,401,presidente,18,nulo,nulo
AL,27057,22,188,presidente,178,13,13
AL,27057,22,188,presidente,76,22,22
AL,27057,22,188,presidente,4,branco,branco
AL,27057,22,188,presidente,21,nulo,nulo
AL,27057,22,181,presidente,138,13,13
