UF,municipio,zona,secao,qtdEleitoresAptos,qtdComparecimento,dataHoraAbertura,dataHoraEncerramento,idPleito,qtdEleitoresLibCodigo,qtdEleitoresCompBiometrico,modelo
TO,73440,29,271,287,238,20221030T080001,20221030T170239,407,25,232,UE2009
TO,73440,29,207,243,207,20221030T080001,20221030T170022,407,15,201,UE2015
TO,73440,29,564,255,197,20221030T080001,20221030T170341,407,35,164,UE2009
TO,73440,29,128,393,332,20221030T080001,20221030T170055,407,20,305,UE2015
TO,73440,29,527,373,308,20221030T080001,20221030T170213,407,9,222,UE2015
TO,73440,29,577,240,175,20221030T080001,20221030T170017,407,5,135,UE2015
TO,73440,29,359,319,254,20221030T080001,20221030T170133,407,7,246,UE2015
TO,73440,29,2,355,286,20221030T080001,20221030T170038,407,6,267,UE2020
TO,73440,29,131,375,318,20221030T080001,20221030T170007,407,4,301,UE2020
TO,73440,29,185,362,297,20221030T080031,20221030T171205,407,36,281,UE2010
TO,73440,29,92,340,275,20221030T080001,20221030T170044,407,13,268,UE2015
TO,73440,29,606,371,313,20221030T080001,20221030T170229,407,20,290,UE2020
TO,73440,29,512,304,241,20221030T080001,20221030T170416,407,12,223,UE2020
TO,73440,29,312,321,274,20221030T080001,20221030T170033,407,17,264,UE2015
TO,73440,29,553,284,224,20221030T080001,20221030T170141,407,15,172,UE2020
TO,73440,29,168,287,249,20221030T080001,20221030T170056,407,6,242,UE2020
TO,73440,29,405,321,274,20221030T080001,20221030T170124,407,40,263,UE2010
TO,73440,29,281,397,306,20221030T080001,20221030T170210,407,31,263,UE2009
TO,73440,29,11,306,254,20221030T080001,20221030T170710,407,17,237,UE2020
TO,73440,29,414,337,276,20221030T080001,20221030T170033,407,43,237,UE2009
TO,73440,29,603,358,297,20221030T080001,20221030T170527,407,17,284,UE2020
TO,73440,29,147,218,189,20221030T080001,20221030T170110,407,23,188,UE2010
TO,73440,29,313,393,295,20221030T080001,20221030T170024,407,23,257,UE2010
TO,73440,29,625,354,289,20221030T080001,20221030T170125,407,12,268,UE2020
TO,73440,29,585,244,199,20221030T080001,20221030T170034,407,28,143,UE2010
TO,73440,29,419,352,306,20221030T080001,20221030T170142,407,11,292,UE2020
TO,73440,29,629,342,273,20221030T080001,20221030T170039,407,8,249,UE2020
TO,73440,29,592,333,279,20221030T080001,20221030T170138,407,19,268,UE2015
TO,73440,29,42,352,297,20221030T080001,20221030T170054,407,13,281,UE2020
TO,73440,29,63,367,312,20221030T080001,20221030T170858,407,12,298,UE2015
TO,73440,29,113,373,308,20221030T080001,20221030T170412,407,16,283,UE2020
TO,73440,29,576,271,214,20221030T080058,20221030T170325,407,20,150,UE2009
TO,73440,29,240,382,322,20221030T080001,20221030T170156,407,43,297,UE2010
TO,73440,29,658,365,290,20221030T080001,20221030T170211,407,14,277,UE2015
TO,73440,29,4,370,293,20221030T080001,20221030T170358,407,28,280,UE2009
TO,73440,29,627,340,299,20221030T080001,20221030T170240,407,35,286,UE2009
TO,73440,29,248,273,227,20221030T080001,20221030T170148,407,40,225,UE2009
TO,73440,29,48,351,302,20221030T080001,20221030T171301,407,7,273,UE2020
TO,73440,29,643,317,252,20221030T080001,20221030T170110,407,8,229,UE2020
TO,73440,29,126,297,243,20221030T080001,20221030T170056,407,25,234,UE2010
TO,73440,29,227,266,223,20221030T080001,20221030T170142,407,15,223,UE2020
TO,73440,29,178,252,217,20221030T080001,20221030T170031,407,15,203,UE2020
TO,73440,29,83,393,318,20221030T080001,20221030T170046,407,40,296,UE2010
TO,73440,29,285,321,268,20221030T080001,20221030T170233,407,16,264,UE2015
TO,73440,29,331,337,284,20221030T080001,20221030T170112,407,16,275,UE2015
TO,73440,29,472,267,196,20221030T080001,20221030T170136,407,5,183,UE2020
TO,73440,29,219,331,285,20221030T080001,20221030T170036,407,13,268,UE2015
TO,73440,29,171,289,245,20221030T080001,20221030T170202,407,8,235,UE2020
TO,73440,29,600,360,299,20221030T080001,20221030T170137,407,24,285,UE2015
TO,73440,29,597,373,332,20221030T080001,20221030T170112,407,22,314,UE2015
TO,73440,29,183,249,205,20221030T080001,20221030T170025,407,7,192,UE2020
TO,73440,29,393,384,301,20221030T080001,20221030T170147,407,28,276,UE2010
TO,73440,29,336,338,278,20221030T080001,20221030T170233,407,18,273,UE2015
TO,73440,29,681,410,368,20221030T080001,20221030T170723,407,12,315,UE2015
TO,73440,29,392,213,167,20221030T080001,20221030T170112,407,8,166,UE2015
TO,73440,29,303,301,252,20221030T080001,20221030T170407,407,12,239,UE2020
TO,73440,29,579,287,243,20221030T080001,20221030T170315,407,8,179,UE2020
TO,73440,29,642,375,308,20221030T080001,20221030T170031,407,16,285,UE2015
TO,73440,29,417,334,285,20221030T080001,20221030T170012,407,6,271,UE2020
TO,73440,29,503,329,274,20221030T080001,20221030T170227,407,13,266,UE2015
TO,73440,29,316,376,290,20221030T080001,20221030T170030,407,5,256,UE2020
TO,73440,29,210,264,219,20221030T080001,20221030T170053,407,10,210,UE2015
TO,73440,29,277,321,257,20221030T080001,20221030T170104,407,42,257,UE2010
TO,73440,29,157,329,262,20221030T080001,20221030T170231,407,27,251,UE2009
TO,73440,29,644,375,275,20221030T080001,20221030T170422,407,8,247,UE2020
TO,73440,29,453,377,325,20221030T080001,20221030T170037,407,10,303,UE2015
TO,73440,29,120,391,322,20221030T080001,20221030T170133,407,41,292,UE2009
TO,73440,29,163,297,245,20221030T080001,20221030T170106,407,30,222,UE2010
TO,73440,29,173,256,209,20221030T080001,20221030T170039,407,8,200,UE2020
TO,73440,29,107,340,274,20221030T080001,20221030T170033,407,17,263,UE2015
TO,73440,29,365,335,278,20221030T080001,20221030T170005,407,13,275,UE2015
TO,73440,29,45,366,298,20221030T080344,20221030T170006,407,33,279,UE2009
TO,73440,29,244,365,321,20221030T080001,20221030T170618,407,36,312,UE2010
TO,73440,29,201,243,212,20221030T080001,20221030T170205,407,7,208,UE2015
TO,73440,29,99,375,320,20221030T080001,20221030T170036,407,41,304,UE2010
TO,73440,29,68,351,287,20221030T080001,20221030T170242,407,14,277,UE2020
TO,73440,29,361,236,188,20221030T080001,20221030T170151,407,10,180,UE2015
TO,73440,29,652,313,230,20221030T080001,20221030T170159,407,13,220,UE2015
TO,73440,29,474,321,262,20221030T080001,20221030T170054,407,29,252,UE2010
TO,73440,29,493,335,272,20221030T080001,20221030T170216,407,2,260,UE2010
TO,73440,29,490,378,296,20221030T080001,20221030T170508,407,10,273,UE2020
TO,73440,29,374,358,292,20221030T080001,20221030T170118,407,7,276,UE2020
TO,73440,29,103,377,316,20221030T080001,20221030T170117,407,33,301,UE2010
TO,73440,29,537,371,260,20221030T080001,20221030T170118,407,9,233,UE2020
TO,73440,29,659,294,233,20221030T080001,20221030T170256,407,17,220,UE2010
TO,73440,29,81,351,284,20221030T080001,20221030T170049,407,4,257,UE2020
TO,96970,35,9,261,215,20221030T085604,20221030T170200,407,37,198,UE2009
TO,96970,35,13,264,232,20221030T080547,20221030T170730,407,39,222,UE2010
TO,96970,35,7,263,229,20221030T080001,20221030T170024,407,19,207,UE2010
TO,96970,35,47,261,224,20221030T080001,20221030T170101,407,25,209,UE2010
TO,96970,35,12,264,235,20221030T080001,20221030T170114,407,28,220,UE2010
TO,96970,35,50,256,210,20221030T080001,20221030T170309,407,38,201,UE2010
TO,96970,35,66,255,217,20221030T080001,20221030T170041,407,29,210,UE2010
TO,96970,35,56,258,208,20221030T080001,20221030T170411,407,26,196,UE2010
TO,96970,35,6,265,218,20221030T080001,20221030T170105,407,51,200,UE2010
TO,96970,35,8,260,225,20221030T080001,20221030T170154,407,29,210,UE2010
TO,96970,35,71,257,212,20221030T080001,20221030T170910,407,46,201,UE2010
TO,96970,35,59,257,206,20221030T080001,20221030T170146,407,46,198,UE2010
TO,96970,35,10,263,225,20221030T080001,20221030T170042,407,21,214,UE2010
TO,96970,35,11,263,227,20221030T080001,20221030T170020,407,38,210,UE2010
TO,96970,35,48,258,218,20221030T080001,20221030T170604,407,41,210,UE2010
TO,92240,16,75,256,206,20221030T080116,20221030T170139,407,30,189,UE2010
TO,92240,16,44,297,238,20221030T080001,20221030T170111,407,35,216,UE2010
TO,92240,16,19,280,227,20221030T080224,20221030T170236,407,37,206,UE2010
TO,92240,16,87,225,158,20221030T080228,20221030T170358,407,29,143,UE2010
TO,92240,16,91,261,189,20221030T080001,20221030T170158,407,29,168,UE2010
TO,92240,16,93,265,200,20221030T080001,20221030T170101,407,20,180,UE2010
TO,92240,16,20,281,230,20221030T080001,20221030T170231,407,32,214,UE2010
TO,92240,16,22,270,207,20221030T080001,20221030T170403,407,39,198,UE2010
TO,92240,16,23,302,252,20221030T080001,20221030T170620,407,43,233,UE2010
TO,92240,16,18,279,219,20221030T080001,20221030T170028,407,54,204,UE2010
TO,92240,16,108,142,119,20221030T080001,20221030T170248,407,5,45,UE2009
TO,92240,16,21,321,265,20221030T080001,20221030T170207,407,45,233,UE2009
TO,92240,16,42,298,234,20221030T080936,20221030T170614,407,59,227,UE2010
TO,92240,16,17,279,222,20221030T080001,20221030T170044,407,47,204,UE2010
TO,92240,16,48,299,232,20221030T080001,20221030T170058,407,31,219,UE2010
TO,92240,16,45,302,232,20221030T080001,20221030T170127,407,40,203,UE2009
TO,73547,3,74,284,211,20221030T080001,20221030T170144,407,32,204,UE2010
TO,73547,3,100,285,212,20221030T080001,20221030T170241,407,42,207,UE2009
TO,73547,3,192,285,219,20221030T080001,20221030T170131,407,24,207,UE2010
TO,73547,3,187,298,245,20221030T080001,20221030T170024,407,31,226,UE2010
TO,73547,3,146,284,210,20221030T080001,20221030T170259,407,29,201,UE2010
TO,73547,3,154,300,241,20221030T080001,20221030T170109,407,47,229,UE2010
TO,73547,3,156,283,214,20221030T080001,20221030T170003,407,18,207,UE2010
TO,94692,3,167,195,146,20221030T080001,20221030T170116,407,25,140,UE2009
TO,94692,3,84,196,161,20221030T080001,20221030T170153,407,20,160,UE2009
TO,94692,3,86,195,149,20221030T080001,20221030T171147,407,35,138,UE2009
TO,94692,3,137,350,274,20221030T080001,20221030T170110,407,23,269,UE2009
TO,94692,3,114,84,65,20221030T080001,20221030T170045,407,13,64,UE2009
TO,94692,3,80,288,228,20221030T080001,20221030T170036,407,19,225,UE2009
TO,94692,3,87,196,152,20221030T080001,20221030T170032,407,36,147,UE2009
TO,94692,3,151,177,139,20221030T082905,20221030T170329,407,47,133,UE2009
TO,94692,3,76,289,213,20221030T080001,20221030T170011,407,22,207,UE2009
TO,94692,3,188,178,124,20221030T080001,20221030T170345,407,25,118,UE2009
TO,94692,3,79,288,224,20221030T080006,20221030T170006,407,30,217,UE2009
TO,94692,3,85,194,159,20221030T080002,20221030T170421,407,38,149,UE2009
TO,94692,3,77,292,216,20221030T080001,20221030T170020,407,39,214,UE2009
TO,94692,3,243,291,222,20221030T080001,20221030T170052,407,20,158,UE2009
TO,94692,3,101,196,164,20221030T080001,20221030T170133,407,24,157,UE2009
TO,94692,3,78,285,229,20221030T080001,20221030T170047,407,50,224,UE2009
TO,94692,3,113,357,276,20221030T080001,20221030T170147,407,51,261,UE2009
TO,94692,3,83,195,161,20221030T080001,20221030T170014,407,29,156,UE2009
TO,94692,3,81,356,264,20221030T080001,20221030T170024,407,33,258,UE2009
TO,73040,27,88,277,220,20221030T080001,20221030T170048,407,23,209,UE2010
TO,73040,27,96,308,243,20221030T080001,20221030T170024,407,43,227,UE2010
TO,73040,27,84,277,208,20221030T080001,20221030T170017,407,49,199,UE2010
TO,73040,27,95,219,158,20221030T080001,20221030T170335,407,25,140,UE2010
TO,73040,27,90,278,200,20221030T080001,20221030T170019,407,13,187,UE2010
TO,73040,27,86,279,226,20221030T080001,20221030T170350,407,30,214,UE2010
TO,73040,27,87,279,227,20221030T080001,20221030T170434,407,31,208,UE2010
TO,73040,27,91,276,208,20221030T080001,20221030T170034,407,29,197,UE2010
TO,73040,27,93,279,199,20221030T080001,20221030T170032,407,13,174,UE2010
TO,73040,27,94,219,175,20221030T080001,20221030T170018,407,18,149,UE2010
TO,73040,27,89,274,211,20221030T080001,20221030T170044,407,30,196,UE2010
TO,73040,27,85,281,224,20221030T080001,20221030T170153,407,37,219,UE2010
TO,73040,27,82,279,219,20221030T080001,20221030T170121,407,50,209,UE2009
TO,73040,27,92,280,213,20221030T080001,20221030T170042,407,22,202,UE2010
TO,73040,27,83,276,225,20221030T080001,20221030T170021,407,44,218,UE2010
TO,95532,26,9,260,214,20221030T080001,20221030T170046,407,3,195,UE2020
TO,95532,26,1,281,219,20221030T080317,20221030T170023,407,17,210,UE2020
TO,95532,26,7,258,198,20221030T080001,20221030T170121,407,18,174,UE2020
TO,95532,26,41,278,215,20221030T080001,20221030T170203,407,7,204,UE2020
TO,95532,26,27,253,201,20221030T081133,20221030T171233,407,7,183,UE2020
TO,95532,26,47,125,96,20221030T080001,20221030T170105,407,5,88,UE2020
TO,95532,26,12,219,175,20221030T080001,20221030T170039,407,2,167,UE2020
TO,95532,26,46,280,221,20221030T080001,20221030T170041,407,11,203,UE2020
TO,95532,26,32,99,77,20221030T080001,20221030T170124,407,6,75,UE2020
TO,95532,26,3,195,154,20221030T080001,20221030T170012,407,10,154,UE2020
TO,95532,26,28,282,210,20221030T080001,20221030T170338,407,4,202,UE2020
TO,95532,26,6,258,184,20221030T080001,20221030T170140,407,15,147,UE2020
TO,95532,26,8,257,212,20221030T080001,20221030T170033,407,16,191,UE2020
TO,95532,26,51,219,146,20221030T080001,20221030T170027,407,12,98,UE2020
TO,95532,26,43,283,198,20221030T080001,20221030T170353,407,9,190,UE2020
TO,95532,26,34,265,190,20221030T083646,20221030T170038,407,14,183,UE2020
TO,95532,26,5,202,157,20221030T080001,20221030T170050,407,10,154,UE2020
TO,95532,26,10,261,218,20221030T080001,20221030T170239,407,9,210,UE2020
TO,95532,26,2,197,157,20221030T080001,20221030T170119,407,8,154,UE2020
TO,95532,26,11,198,142,20221030T080001,20221030T170027,407,9,137,UE2020
TO,95532,26,42,261,191,20221030T080001,20221030T170525,407,13,159,UE2020
TO,95532,26,4,195,156,20221030T080001,20221030T170610,407,10,148,UE2020
TO,95532,26,25,221,174,20221030T080001,20221030T170103,407,9,172,UE2020
TO,73148,22,38,290,212,20221030T080001,20221030T170106,407,20,212,UE2011
TO,73148,22,65,286,165,20221030T080001,20221030T170022,407,17,142,UE2011
TO,73148,22,20,295,220,20221030T080001,20221030T170011,407,27,219,UE2011
TO,73148,22,22,297,232,20221030T080001,20221030T170055,407,34,228,UE2009
TO,73148,22,24,297,236,20221030T080001,20221030T170017,407,21,231,UE2011
TO,73148,22,23,290,219,20221030T080001,20221030T170021,407,31,213,UE2011
TO,73148,22,21,288,220,20221030T080001,20221030T170059,407,23,219,UE2011
TO,73229,33,39,215,178,20221030T080001,20221030T174202,407,32,167,UE2009
TO,73229,33,27,294,223,20221030T080436,20221030T170144,407,16,194,UE2010
TO,73229,33,28,292,239,20221030T080001,20221030T170035,407,24,221,UE2010
TO,73229,33,50,209,146,20221030T080001,20221030T170015,407,16,128,UE2010
TO,73229,33,26,298,236,20221030T081213,20221030T170241,407,39,213,UE2010
TO,73229,33,40,214,179,20221030T080001,20221030T170038,407,21,159,UE2010
TO,73229,33,49,295,203,20221030T080001,20221030T170059,407,36,178,UE2010
TO,73229,33,30,212,184,20221030T080001,20221030T170057,407,27,177,UE2010
TO,73229,33,29,296,247,20221030T080001,20221030T170016,407,34,214,UE2010
TO,73229,33,43,212,162,20221030T080001,20221030T170047,407,9,147,UE2010
TO,73229,33,25,294,230,20221030T080001,20221030T170102,407,27,207,UE2010
TO,73571,7,150,277,217,20221030T080001,20221030T170118,407,10,206,UE2013
TO,73571,7,142,295,239,20221030T080001,20221030T170039,407,30,228,UE2013
TO,73571,7,127,294,234,20221030T080001,20221030T170142,407,13,219,UE2013
TO,73571,7,152,322,249,20221030T080001,20221030T170159,407,18,224,UE2013
TO,73571,7,153,280,222,20221030T080001,20221030T170049,407,35,216,UE2013
TO,73571,7,85,290,234,20221030T080001,20221030T170138,407,45,220,UE2013
TO,73571,7,101,291,227,20221030T080001,20221030T170101,407,26,216,UE2013
TO,96490,18,33,290,236,20221030T080001,20221030T170304,407,15,216,UE2010
TO,96490,18,27,210,166,20221030T080001,20221030T170204,407,38,159,UE2010
TO,96490,18,46,321,267,20221030T080001,20221030T170102,407,26,267,UE2010
TO,96490,18,31,265,209,20221030T080001,20221030T170108,407,21,209,UE2010
TO,96490,18,32,289,222,20221030T080001,20221030T170148,407,50,198,UE2010
TO,96490,18,19,302,250,20221030T080001,20221030T170022,407,53,250,UE2010
TO,96490,18,28,244,188,20221030T080001,20221030T170159,407,32,170,UE2009
TO,96490,18,80,130,109,20221030T080001,20221030T170100,407,10,50,UE2009
TO,96490,18,26,211,171,20221030T080001,20221030T170019,407,31,163,UE2010
TO,96490,18,65,290,240,20221030T080001,20221030T170021,407,37,239,UE2010
TO,96490,18,15,299,246,20221030T080001,20221030T170253,407,55,246,UE2010
TO,96490,18,22,279,220,20221030T080001,20221030T170023,407,56,174,UE2010
TO,96490,18,24,292,232,20221030T080001,20221030T170210,407,35,211,UE2010
TO,96490,18,23,292,239,20221030T080001,20221030T170014,407,44,212,UE2010
TO,96490,18,29,242,195,20221030T080001,20221030T170033,407,36,185,UE2010
TO,96490,18,77,211,168,20221030T080001,20221030T170411,407,11,108,UE2010
TO,96490,18,21,291,248,20221030T080001,20221030T170244,407,50,244,UE2010
TO,96490,18,42,235,197,20221030T080001,20221030T170024,407,20,197,UE2010
TO,96490,18,17,296,236,20221030T080001,20221030T170725,407,57,236,UE2010
TO,96490,18,48,239,194,20221030T080001,20221030T170100,407,44,178,UE2010
TO,96490,18,25,289,222,20221030T080001,20221030T170058,407,39,199,UE2010
TO,95370,26,39,251,199,20221030T080001,20221030T170211,407,17,183,UE2011
TO,95370,26,31,219,172,20221030T080037,20221030T170020,407,22,160,UE2011
TO,95370,26,19,254,197,20221030T080001,20221030T170424,407,7,172,UE2011
TO,95370,26,38,293,228,20221030T080001,20221030T170040,407,30,216,UE2011
TO,95370,26,20,253,200,20221030T080001,20221030T170029,407,35,178,UE2011
TO,95370,26,15,222,165,20221030T080001,20221030T170028,407,45,158,UE2009
TO,95370,26,22,255,184,20221030T080001,20221030T170049,407,14,158,UE2011
TO,95370,26,16,219,177,20221030T080001,20221030T170154,407,10,165,UE2011
TO,95370,26,24,218,174,20221030T080001,20221030T170029,407,30,169,UE2011
TO,95370,26,23,250,191,20221030T080001,20221030T170041,407,13,163,UE2011
TO,95370,26,18,224,173,20221030T080001,20221030T170021,407,9,168,UE2015
TO,95370,26,30,219,174,20221030T080042,20221030T170243,407,13,166,UE2011
TO,95370,26,29,217,178,20221030T080001,20221030T170027,407,7,165,UE2015
TO,95370,26,21,255,205,20221030T080335,20221030T170146,407,17,181,UE2011
TO,95370,26,17,223,172,20221030T080001,20221030T170031,407,11,161,UE2015
TO,96156,17,60,276,207,20221030T080001,20221030T170047,407,19,207,UE2020
TO,96156,17,9,237,185,20221030T080432,20221030T170124,407,12,185,UE2020
TO,96156,17,1,317,256,20221030T080001,20221030T170029,407,14,237,UE2020
TO,96156,17,13,240,176,20221030T080001,20221030T170024,407,4,176,UE2020
TO,96156,17,58,318,252,20221030T080001,20221030T170011,407,6,223,UE2020
TO,96156,17,69,286,224,20221030T080057,20221030T170222,407,0,66,UE2020
TO,96156,17,7,214,162,20221030T080001,20221030T170439,407,11,162,UE2020
TO,96156,17,39,329,263,20221030T080001,20221030T170120,407,16,244,UE2020
TO,96156,17,73,115,97,20221030T080001,20221030T170041,407,1,47,UE2020
TO,96156,17,47,291,231,20221030T080001,20221030T170037,407,9,231,UE2020
TO,96156,17,53,262,204,20221030T080001,20221030T170223,407,18,187,UE2020
TO,96156,17,12,236,187,20221030T080001,20221030T170026,407,4,185,UE2020
TO,96156,17,55,289,221,20221030T080001,20221030T170026,407,3,214,UE2020
TO,96156,17,46,290,223,20221030T080001,20221030T170246,407,5,219,UE2020
TO,96156,17,44,288,235,20221030T080001,20221030T170012,407,9,224,UE2020
TO,96156,17,3,310,248,20221030T080001,20221030T170132,407,18,228,UE2020
TO,96156,17,66,284,197,20221030T080001,20221030T170127,407,2,191,UE2020
TO,96156,17,56,325,269,20221030T080001,20221030T170049,407,12,256,UE2020
TO,96156,17,38,327,256,20221030T080001,20221030T170735,407,6,233,UE2020
TO,96156,17,6,225,151,20221030T080001,20221030T170021,407,6,151,UE2020
TO,96156,17,8,211,156,20221030T080001,20221030T170023,407,11,154,UE2020
TO,96156,17,37,318,266,20221030T080001,20221030T170446,407,11,247,UE2020
TO,96156,17,15,245,199,20221030T080001,20221030T170122,407,9,199,UE2020
TO,96156,17,61,117,83,20221030T080001,20221030T170044,407,7,81,UE2020
TO,96156,17,16,233,190,20221030T080001,20221030T170020,407,3,189,UE2020
TO,96156,17,64,283,179,20221030T080001,20221030T170124,407,4,172,UE2020
TO,96156,17,49,277,221,20221030T080001,20221030T170302,407,3,221,UE2020
TO,96156,17,52,297,236,20221030T080001,20221030T170105,407,13,236,UE2020
TO,96156,17,72,129,109,20221030T080001,20221030T170217,407,4,52,UE2020
TO,96156,17,59,287,207,20221030T080001,20221030T170027,407,6,194,UE2020
TO,96156,17,57,274,207,20221030T080001,20221030T170115,407,4,207,UE2020
TO,96156,17,5,219,156,20221030T080001,20221030T170020,407,12,156,UE2020
TO,96156,17,10,332,275,20221030T080001,20221030T170111,407,8,260,UE2020
TO,96156,17,2,319,262,20221030T080001,20221030T170106,407,8,235,UE2020
TO,96156,17,11,324,267,20221030T080001,20221030T170101,407,18,254,UE2020
TO,96156,17,4,313,250,20221030T080001,20221030T170035,407,15,238,UE2020
TO,96156,17,17,211,174,20221030T080001,20221030T170030,407,15,174,UE2020
TO,96156,17,14,243,184,20221030T080001,20221030T170038,407,12,184,UE2020
TO,96156,17,68,325,215,20221030T080001,20221030T170343,407,11,194,UE2020
TO,73610,32,58,243,180,20221030T080001,20221030T170251,407,36,167,UE2010
TO,73610,32,69,231,167,20221030T080001,20221030T170356,407,22,142,UE2010
TO,73610,32,41,279,236,20221030T080001,20221030T170408,407,32,226,UE2010
TO,73610,32,39,281,225,20221030T080001,20221030T170042,407,42,211,UE2009
TO,73610,32,46,305,236,20221030T080001,20221030T170150,407,53,220,UE2010
TO,73610,32,44,246,194,20221030T080001,20221030T170136,407,36,181,UE2009
TO,73610,32,67,240,176,20221030T080001,20221030T170016,407,16,147,UE2010
TO,73610,32,50,244,199,20221030T080001,20221030T170327,407,35,187,UE2010
TO,73610,32,40,282,225,20221030T080001,20221030T170121,407,18,210,UE2009
TO,73610,32,64,243,175,20221030T080001,20221030T170113,407,20,167,UE2010
TO,73610,32,79,276,204,20221030T080001,20221030T170245,407,21,176,UE2010
TO,73610,32,43,245,164,20221030T080001,20221030T170121,407,20,152,UE2009
TO,73610,32,42,246,190,20221030T080001,20221030T170132,407,23,177,UE2010
TO,73610,32,45,238,172,20221030T080001,20221030T170309,407,31,167,UE2010
TO,92002,4,88,208,160,20221030T080001,20221030T170446,407,18,157,UE2010
TO,92002,4,111,208,162,20221030T080001,20221030T170253,407,19,157,UE2010
TO,92002,4,96,345,282,20221030T080001,20221030T170248,407,35,231,UE2010
TO,92002,4,47,207,164,20221030T080001,20221030T170201,407,26,158,UE2010
TO,92002,4,132,208,162,20221030T080001,20221030T170052,407,19,159,UE2010
TO,92002,4,152,252,208,20221030T080001,20221030T170632,407,32,208,UE2010
TO,92002,4,46,211,171,20221030T080001,20221030T170022,407,25,164,UE2010
TO,92002,4,153,199,164,20221030T080001,20221030T170056,407,21,150,UE2010
TO,92002,4,87,209,154,20221030T080001,20221030T170113,407,27,149,UE2010
TO,92002,4,102,205,158,20221030T080001,20221030T170035,407,17,155,UE2009
TO,92002,4,166,181,139,20221030T080001,20221030T170153,407,20,120,UE2010
TO,92002,4,143,319,276,20221030T080001,20221030T171156,407,47,267,UE2010
TO,92002,4,113,212,162,20221030T080001,20221030T170038,407,29,158,UE2010
TO,92002,4,48,213,175,20221030T080001,20221030T170118,407,21,165,UE2010
TO,92002,4,45,211,161,20221030T080001,20221030T170048,407,25,154,UE2009
TO,95516,17,41,294,222,20221030T080001,20221030T170023,407,52,215,UE2010
TO,95516,17,27,346,282,20221030T080001,20221030T170126,407,63,258,UE2009
TO,95516,17,31,290,224,20221030T080001,20221030T170021,407,47,213,UE2010
TO,95516,17,32,293,231,20221030T080001,20221030T170345,407,57,226,UE2010
TO,95516,17,28,340,264,20221030T080001,20221030T170051,407,52,245,UE2010
TO,95516,17,62,88,71,20221030T080001,20221030T170028,407,8,55,UE2010
TO,95516,17,70,79,57,20221030T080001,20221030T170006,407,3,36,UE2010
TO,95516,17,26,349,276,20221030T080001,20221030T170338,407,51,259,UE2010
TO,95516,17,35,194,135,20221030T080001,20221030T170124,407,17,126,UE2010
TO,95516,17,30,293,216,20221030T080001,20221030T170200,407,28,205,UE2009
TO,95516,17,54,299,245,20221030T080001,20221030T170149,407,39,245,UE2010
TO,95516,17,29,341,263,20221030T080001,20221030T170057,407,53,244,UE2010
TO,95516,17,43,193,141,20221030T080001,20221030T170054,407,21,130,UE2010
TO,73253,4,95,203,168,20221030T080001,20221030T170116,407,12,167,UE2009
TO,73253,4,191,204,170,20221030T080001,20221030T170816,407,9,106,UE2010
TO,73253,4,115,205,155,20221030T080001,20221030T170050,407,31,154,UE2009
TO,73253,4,119,205,159,20221030T080001,20221030T170304,407,14,157,UE2009
TO,73253,4,91,205,156,20221030T080001,20221030T170233,407,25,154,UE2009
TO,73253,4,93,203,161,20221030T080001,20221030T170112,407,25,161,UE2010
TO,73253,4,117,206,162,20221030T080001,20221030T170046,407,20,155,UE2010
TO,73253,4,98,203,156,20221030T080001,20221030T170412,407,36,155,UE2010
TO,73253,4,105,204,161,20221030T080001,20221030T170250,407,42,153,UE2010
TO,73253,4,92,202,158,20221030T080001,20221030T170131,407,26,158,UE2009
TO,96636,31,60,311,265,20221030T080001,20221030T170056,407,20,254,UE2011
TO,96636,31,75,216,172,20221030T080001,20221030T170205,407,17,116,UE2011
TO,96636,31,58,200,159,20221030T080001,20221030T170022,407,13,146,UE2011
TO,96636,31,69,258,212,20221030T080001,20221030T170021,407,25,201,UE2011
TO,96636,31,84,269,216,20221030T080001,20221030T170129,407,15,199,UE2011
TO,96636,31,73,244,197,20221030T080001,20221030T170107,407,16,196,UE2011
TO,96636,31,53,391,330,20221030T080001,20221030T170023,407,31,309,UE2011
TO,96636,31,55,393,316,20221030T080001,20221030T170149,407,31,291,UE2011
TO,96636,31,74,265,216,20221030T080001,20221030T170418,407,36,216,UE2011
TO,96636,31,67,311,257,20221030T080001,20221030T170147,407,37,242,UE2009
TO,96636,31,62,310,255,20221030T080001,20221030T170218,407,30,243,UE2011
TO,96636,31,66,303,257,20221030T080001,20221030T170640,407,7,245,UE2011
TO,96636,31,70,258,206,20221030T080001,20221030T170535,407,19,194,UE2011
TO,96636,31,56,198,163,20221030T080001,20221030T170325,407,30,152,UE2011
TO,96636,31,76,259,212,20221030T080001,20221030T170153,407,26,188,UE2011
TO,96636,31,65,309,252,20221030T080001,20221030T170023,407,10,236,UE2011
TO,96636,31,61,307,251,20221030T080001,20221030T170130,407,12,244,UE2011
TO,96636,31,64,310,268,20221030T080001,20221030T170014,407,44,254,UE2011
TO,96636,31,71,254,219,20221030T080001,20221030T170121,407,34,206,UE2011
TO,96636,31,79,252,185,20221030T080001,20221030T170056,407,6,155,UE2011
TO,96636,31,77,256,220,20221030T080220,20221030T170420,407,23,203,UE2011
TO,96636,31,82,250,182,20221030T080001,20221030T170427,407,15,176,UE2011
TO,96636,31,72,253,215,20221030T080001,20221030T170208,407,24,205,UE2011
